Test ID:,Ver:,fs:,Room:,Room Config:,Channel:,Freq band:,Centre freq:,DRR:,DRR Mean (Ch):,T60:,T60 Mean (Ch):,FB DRR :,FB DRR Mean (Ch):,FB T60:,FB T60 Mean (Ch):,Filename
457,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
458,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,8,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
459,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
460,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
461,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,11,0.000000,0.000000,0.000000,0.220000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
462,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
463,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
464,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,14,0.000000,0.000000,0.000000,0.340000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
465,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
466,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
467,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,17,0.000000,0.000000,0.000000,0.570000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
468,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
469,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
470,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,20,0.000000,0.000000,0.000000,0.570000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
471,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
472,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
473,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,23,0.000000,0.000000,0.000000,0.380000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
474,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
475,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,25,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
476,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,26,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
477,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
478,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
479,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,29,0.000000,0.000000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
480,1,16000,koli_snow_site1_4way_mono_processed_1,koli-national-park-winter,1,30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site1_4way_mono_processed_1_<talker>_<utter>_<noise>_<SNR>dB.wav
481,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
482,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,2,0.000000,0.000000,0.000000,3.570000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
483,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
484,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
485,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,5,0.000000,0.000000,0.000000,9.050000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
486,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
487,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
488,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,8,0.000000,0.000000,0.000000,0.040000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
489,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
490,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
491,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,11,0.000000,0.000000,0.000000,0.240000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
492,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
493,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
494,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,14,0.000000,0.000000,0.000000,0.360000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
495,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
496,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
497,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,17,0.000000,0.000000,0.000000,0.650000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
498,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
499,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
500,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,20,0.000000,0.000000,0.000000,0.120000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
501,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
502,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
503,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,23,0.000000,0.000000,0.000000,0.330000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
504,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
505,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,25,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
506,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,26,0.000000,0.000000,0.000000,0.160000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
507,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
508,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
509,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,29,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
510,1,16000,koli_snow_site4_1way_bformat_2,koli-national-park-winter,1,30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site4_1way_bformat_2_<talker>_<utter>_<noise>_<SNR>dB.wav
511,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
512,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,2,0.000000,0.000000,0.000000,0.140000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
513,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
514,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
515,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,5,0.000000,0.000000,0.000000,0.140000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
516,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
517,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
518,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,8,0.000000,0.000000,0.000000,0.390000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
519,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
520,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
521,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,11,0.000000,0.000000,0.000000,0.810000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
522,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
523,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
524,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,14,0.000000,0.000000,0.000000,0.560000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
525,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
526,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
527,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,17,0.000000,0.000000,0.000000,0.880000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
528,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
529,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
530,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,20,0.000000,0.000000,0.000000,0.550000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
531,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
532,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
533,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,23,0.000000,0.000000,0.000000,0.390000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
534,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
535,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,25,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
536,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,26,0.000000,0.000000,0.000000,0.260000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
537,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
538,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
539,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,29,0.000000,0.000000,0.000000,0.190000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
540,1,16000,koli_snow_site3_1way_bformat_3,koli-national-park-winter,1,30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_koli-national-park-winter_koli_snow_site3_1way_bformat_3_<talker>_<utter>_<noise>_<SNR>dB.wav
Test ID:,Ver:,fs:,Room:,Room Config:,Channel:,Freq band:,Centre freq:,DRR:,DRR Mean (Ch):,T60:,T60 Mean (Ch):,FB DRR :,FB DRR Mean (Ch):,FB T60:,FB T60 Mean (Ch):,Filename
1,1,16000,ir_centre_stalls_4,central-hall-university-york,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_central-hall-university-york_ir_centre_stalls_4_<talker>_<utter>_<noise>_<SNR>dB.wav
2,1,16000,ir_centre_stalls_4,central-hall-university-york,1,2,0.000000,0.000000,0.000000,1.730000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_central-hall-university-york_ir_centre_stalls_4_<talker>_<utter>_<noise>_<SNR>dB.wav
3,1,16000,ir_centre_stalls_4,central-hall-university-york,1,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_central-hall-university-york_ir_centre_stalls_4_<talker>_<utter>_<noise>_<SNR>dB.wav
4,1,16000,ir_centre_stalls_4,central-hall-university-york,1,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_central-hall-university-york_ir_centre_stalls_4_<talker>_<utter>_<noise>_<SNR>dB.wav
5,1,16000,ir_centre_stalls_4,central-hall-university-york,1,5,0.000000,0.000000,0.000000,1.330000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_central-hall-university-york_ir_centre_stalls_4_<talker>_<utter>_<noise>_<SNR>dB.wav
6,1,16000,ir_centre_stalls_4,central-hall-university-york,1,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_central-hall-university-york_ir_centre_stalls_4_<talker>_<utter>_<noise>_<SNR>dB.wav
7,1,16000,ir_centre_stalls_4,central-hall-university-york,1,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_central-hall-university-york_ir_centre_stalls_4_<talker>_<utter>_<noise>_<SNR>dB.wav
8,1,16000,ir_centre_stalls_4,central-hall-university-york,1,8,0.000000,0.000000,0.000000,1.240000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_central-hall-university-york_ir_centre_stalls_4_<talker>_<utter>_<noise>_<SNR>dB.wav
9,1,16000,ir_centre_stalls_4,central-hall-university-york,1,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_central-hall-university-york_ir_centre_stalls_4_<talker>_<utter>_<noise>_<SNR>dB.wav
10,1,16000,ir_centre_stalls_4,central-hall-university-york,1,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_central-hall-university-york_ir_centre_stalls_4_<talker>_<utter>_<noise>_<SNR>dB.wav
11,1,16000,ir_centre_stalls_4,central-hall-university-york,1,11,0.000000,0.000000,0.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_central-hall-university-york_ir_centre_stalls_4_<talker>_<utter>_<noise>_<SNR>dB.wav
12,1,16000,ir_centre_stalls_4,central-hall-university-york,1,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_central-hall-university-york_ir_centre_stalls_4_<talker>_<utter>_<noise>_<SNR>dB.wav
