Test ID:,Ver:,fs:,Room:,Session ID:,Mic Pos:,Source Pos:,Config:,Rec Type:,RIR:,Freq band:,Centre freq:,Channel:,DRR:,DRR Mean (Ch):,T60 AHM:,T30 ISO:,T20 ISO:,T60 AHM Mean (Ch):,T30 ISO Mean (Ch):,T20 ISO Mean (Ch):,ISO AHM Ints:,FB DRR :,FB DRR Mean (Ch):,FB T60 AHM:,FB T30 ISO:,FB T20 ISO:,FB T60 AHM Mean (Ch):,FB T30 ISO Mean (Ch):,FB T20 ISO Mean (Ch):,DRR direct +:,DRR direct -:
412,1,48000,2_s_mainlevel_r_mouth_4,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_4,22,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,1,48000,2_s_mainlevel_r_mouth_4,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_4,23,0,1.0,0,0,0.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,1,48000,2_s_mainlevel_r_mouth_4,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_4,24,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,1,48000,2_s_mainlevel_r_mouth_4,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_4,25,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,1,48000,2_s_mainlevel_r_mouth_4,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_4,26,0,1.0,0,0,0.2985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,1,48000,2_s_mainlevel_r_mouth_4,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_4,27,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,1,48000,2_s_mainlevel_r_mouth_4,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_4,28,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,1,48000,2_s_mainlevel_r_mouth_4,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_4,29,0,1.0,0,0,0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,1,48000,2_s_mainlevel_r_mouth_4,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_4,30,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,1,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,2,0,1.0,0,0,0.7105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,3,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,4,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,5,0,1.0,0,0,0.995499999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,6,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,7,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,8,0,1.0,0,0,0.8165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,9,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,10,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,11,0,1.0,0,0,0.6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,12,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,13,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,14,0,1.0,0,0,0.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,15,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,16,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,17,0,1.0,0,0,0.5375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,18,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,19,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,20,0,1.0,0,0,0.4365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,21,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,22,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,23,0,1.0,0,0,0.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,24,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,25,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,26,0,1.0,0,0,0.3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,27,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,28,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,29,0,1.0,0,0,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,48000,3_s_mainlevel_r_furtherin_2,NAN,1,2,creswell-crags,IR,3_s_mainlevel_r_furtherin_2,30,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,1,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,2,0,1.0,0,0,0.804999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,3,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,4,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,5,0,1.0,0,0,0.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,6,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,7,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,8,0,1.0,0,0,0.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,9,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,10,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,11,0,1.0,0,0,0.685999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,12,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,13,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,14,0,1.0,0,0,0.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,15,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,16,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,17,0,1.0,0,0,0.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,18,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,19,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,20,0,1.0,0,0,0.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,21,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,22,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,23,0,1.0,0,0,0.3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,24,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,25,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,26,0,1.0,0,0,0.3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,27,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,28,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,29,0,1.0,0,0,0.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,1,48000,2_s_mainlevel_r_mouth_2,NAN,1,2,creswell-crags,IR,2_s_mainlevel_r_mouth_2,30,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,1,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,2,0,1.0,0,0,0.8445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,3,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,4,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,5,0,1.0,0,0,0.7985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,6,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,7,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,8,0,1.0,0,0,0.7575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,9,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,10,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,11,0,1.0,0,0,0.742499999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,12,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,13,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,14,0,1.0,0,0,0.6025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,15,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,16,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,17,0,1.0,0,0,0.5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,18,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,19,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,20,0,1.0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,21,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,22,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,23,0,1.0,0,0,0.3665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,24,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,25,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,26,0,1.0,0,0,0.3175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,27,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,28,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,29,0,1.0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,1,48000,1_s_mainlevel_r_mainlevel2_4,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel2_4,30,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,1,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,2,0,1.0,0,0,1.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,3,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,4,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,5,0,1.0,0,0,1.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,6,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,7,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,8,0,1.0,0,0,1.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,9,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,10,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,11,0,1.0,0,0,0.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,12,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,13,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,14,0,1.0,0,0,0.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,15,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,16,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,17,0,1.0,0,0,0.5515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,18,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,19,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,20,0,1.0,0,0,0.4445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,21,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,48000,1_s_mainlevel_r_mainlevel_0_2,NAN,1,2,creswell-crags,IR,1_s_mainlevel_r_mainlevel_0_2,22,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
